index,type,start_ms,duration_ms,units
751,MARK,487.023500,0.388188,1
752,SPACE,487.411688,0.412438,1
753,MARK,487.824125,0.515938,1
754,SPACE,488.340062,0.827875,2
755,MARK,489.167937,0.774250,2
756,SPACE,489.942187,0.411562,1
757,MARK,490.353750,0.776000,2
758,SPACE,491.129750,0.413062,1
759,MARK,491.542812,0.516062,1
760,SPACE,492.058875,0.414500,1
761,MARK,492.473375,0.386750,1
762,SPACE,492.860125,0.928312,2
763,MARK,493.788437,1.293813,3
764,SPACE,495.082250,0.411937,1
765,MARK,495.494188,0.387437,1
766,SPACE,495.881625,0.414812,1
767,MARK,496.296438,0.515938,1
768,SPACE,496.812375,0.414187,1
769,MARK,497.226562,0.386687,1
770,SPACE,497.613250,1.342875,3
771,MARK,498.956125,1.934500,5
772,SPACE,500.890625,0.413312,1
773,MARK,501.303938,0.388937,1
774,SPACE,501.692875,0.411687,1
775,MARK,502.104563,0.387437,1
776,SPACE,502.492000,0.827250,2
777,MARK,503.319250,0.903375,2
778,SPACE,504.222625,0.411750,1
779,MARK,504.634375,0.776813,2
780,SPACE,505.411188,0.412062,1
781,MARK,505.823250,0.386938,1
782,SPACE,506.210188,0.414563,1
783,MARK,506.624750,0.515938,1
784,SPACE,507.140687,0.930437,2
785,MARK,508.071125,1.291438,3
786,SPACE,509.362563,0.412062,1
787,MARK,509.774625,0.388313,1
788,SPACE,510.162937,0.413813,1
789,MARK,510.576750,0.387062,1
790,SPACE,510.963813,0.412938,1
791,MARK,511.376750,0.517063,1
792,SPACE,511.893812,1.342625,3
793,MARK,513.236438,1.934625,5
794,SPACE,515.171062,0.413375,1
795,MARK,515.584438,0.388875,1
796,SPACE,515.973313,0.411750,1
797,MARK,516.385063,0.387875,1
798,SPACE,516.772938,0.826687,2
799,MARK,517.599625,0.903438,2
800,SPACE,518.503063,0.414000,1
801,MARK,518.917063,0.774438,2
802,SPACE,519.691500,0.412250,1
803,MARK,520.103750,0.387875,1
804,SPACE,520.491625,0.413625,1
805,MARK,520.905250,0.387000,1
806,SPACE,521.292250,0.928937,2
807,MARK,522.221188,1.421812,3
808,SPACE,523.643000,0.412062,1
809,MARK,524.055062,0.388313,1
810,SPACE,524.443375,0.413813,1
811,MARK,524.857188,0.388063,1
812,SPACE,525.245250,0.411937,1
813,MARK,525.657187,0.388313,1
814,SPACE,526.045500,1.343375,3
815,MARK,527.388875,2.062625,5
816,SPACE,529.451500,0.415500,1
817,MARK,529.867000,0.386750,1
818,SPACE,530.253750,0.411750,1
819,MARK,530.665500,0.387750,1
820,SPACE,531.053250,0.826812,2
821,MARK,531.880063,0.774562,2
822,SPACE,532.654625,0.412500,1
823,MARK,533.067125,0.904875,2
824,SPACE,533.972000,0.412062,1
825,MARK,534.384063,0.388063,1
826,SPACE,534.772125,0.413562,1
827,MARK,535.185687,0.387688,1
828,SPACE,535.573375,0.928125,2
829,MARK,536.501500,1.421938,3
830,SPACE,537.923438,0.413500,1
831,MARK,538.336937,0.386875,1
832,SPACE,538.723813,0.413875,1
833,MARK,539.137687,0.387875,1
834,SPACE,539.525563,0.412125,1
835,MARK,539.937688,0.388875,1
836,SPACE,540.326563,1.342750,3
837,MARK,541.669313,1.933750,5
838,SPACE,543.603062,0.414125,1
839,MARK,544.017188,0.517063,1
840,SPACE,544.534250,0.412812,1
841,MARK,544.947063,0.386687,1
842,SPACE,545.333750,0.826750,2
843,MARK,546.160500,0.775375,2
844,SPACE,546.935875,0.411562,1
845,MARK,547.347438,0.905000,2
846,SPACE,548.252437,0.413312,1
847,MARK,548.665750,0.386813,1
848,SPACE,549.052563,0.413438,1
849,MARK,549.466000,0.387812,1
850,SPACE,549.853813,0.928125,2
851,MARK,550.781938,1.292938,3
852,SPACE,552.074875,0.413000,1
853,MARK,552.487875,0.516437,1
854,SPACE,553.004313,0.414812,1
855,MARK,553.419125,0.386938,1
856,SPACE,553.806062,0.412062,1
857,MARK,554.218125,0.388813,1
858,SPACE,554.606937,1.342812,3
859,MARK,555.949750,1.934687,5
860,SPACE,557.884438,0.413187,1
861,MARK,558.297625,0.388188,1
862,SPACE,558.685812,0.412438,1
863,MARK,559.098250,0.515938,1
864,SPACE,559.614188,0.827875,2
865,MARK,560.442062,0.774250,2
866,SPACE,561.216313,0.411562,1
867,MARK,561.627875,0.776000,2
868,SPACE,562.403875,0.413062,1
869,MARK,562.816937,0.516062,1
870,SPACE,563.333000,0.414437,1
871,MARK,563.747438,0.386813,1
872,SPACE,564.134250,0.928312,2
873,MARK,565.062563,1.293813,3
874,SPACE,566.356375,0.411937,1
875,MARK,566.768313,0.387375,1
876,SPACE,567.155687,0.414875,1
877,MARK,567.570563,0.515938,1
878,SPACE,568.086500,0.414187,1
879,MARK,568.500688,0.386687,1
880,SPACE,568.887375,1.342812,3
881,MARK,570.230187,1.934563,5
882,SPACE,572.164750,0.413312,1
883,MARK,572.578062,0.388937,1
884,SPACE,572.967000,0.411687,1
885,MARK,573.378687,0.387437,1
886,SPACE,573.766125,0.827250,2
887,MARK,574.593375,0.903375,2
888,SPACE,575.496750,0.411687,1
889,MARK,575.908437,0.776875,2
890,SPACE,576.685313,0.412062,1
891,MARK,577.097375,0.386938,1
892,SPACE,577.484312,0.414563,1
893,MARK,577.898875,0.515938,1
894,SPACE,578.414813,0.930437,2
895,MARK,579.345250,1.291438,3
896,SPACE,580.636687,0.412062,1
897,MARK,581.048750,0.388313,1
898,SPACE,581.437063,0.413813,1
899,MARK,581.850875,0.387062,1
900,SPACE,582.237937,0.412938,1
901,MARK,582.650875,0.517063,1
902,SPACE,583.167937,1.342625,3
903,MARK,584.510562,1.934625,5
904,SPACE,586.445187,0.413312,1
905,MARK,586.858500,0.388937,1
906,SPACE,587.247437,0.411687,1
907,MARK,587.659125,0.387937,1
908,SPACE,588.047063,0.826625,2
909,MARK,588.873688,0.903500,2
910,SPACE,589.777187,0.414000,1
911,MARK,590.191187,0.774438,2
912,SPACE,590.965625,0.412250,1
913,MARK,591.377875,0.387875,1
914,SPACE,591.765750,0.413625,1
915,MARK,592.179375,0.387000,1
916,SPACE,592.566375,0.928937,2
917,MARK,593.495312,1.421812,3
918,SPACE,594.917125,0.412062,1
919,MARK,595.329187,0.388313,1
920,SPACE,595.717500,0.413813,1
921,MARK,596.131312,0.388063,1
922,SPACE,596.519375,0.411937,1
923,MARK,596.931312,0.388313,1
924,SPACE,597.319625,1.343375,3
925,MARK,598.663000,2.062625,5
926,SPACE,600.725625,0.415500,1
927,MARK,601.141125,0.386750,1
928,SPACE,601.527875,0.411750,1
929,MARK,601.939625,0.387750,1
930,SPACE,602.327375,0.826812,2
931,MARK,603.154188,0.774562,2
932,SPACE,603.928750,0.412500,1
933,MARK,604.341250,0.904813,2
934,SPACE,605.246062,0.412125,1
935,MARK,605.658188,0.388000,1
936,SPACE,606.046188,0.413625,1
937,MARK,606.459812,0.387625,1
938,SPACE,606.847438,0.928187,2
939,MARK,607.775625,1.421938,3
940,SPACE,609.197563,0.413500,1
941,MARK,609.611063,0.386875,1
942,SPACE,609.997937,0.413875,1
943,MARK,610.411812,0.387875,1
944,SPACE,610.799688,0.412125,1
945,MARK,611.211812,0.388875,1
946,SPACE,611.600687,1.342750,3
947,MARK,612.943438,1.933750,5
948,SPACE,614.877187,0.414125,1
949,MARK,615.291313,0.517063,1
950,SPACE,615.808375,0.412812,1
951,MARK,616.221188,0.386625,1
952,SPACE,616.607812,0.826812,2
953,MARK,617.434625,0.775312,2
954,SPACE,618.209938,0.411625,1
955,MARK,618.621562,0.905000,2
956,SPACE,619.526563,0.413312,1
957,MARK,619.939875,0.386813,1
958,SPACE,620.326687,0.413438,1
959,MARK,620.740125,0.387812,1
960,SPACE,621.127937,0.928125,2
961,MARK,622.056063,1.292938,3
962,SPACE,623.349000,0.412938,1
963,MARK,623.761937,0.516437,1
964,SPACE,624.278375,0.414875,1
965,MARK,624.693250,0.386875,1
966,SPACE,625.080125,0.412125,1
967,MARK,625.492250,0.388750,1
968,SPACE,625.881000,1.342875,3
969,MARK,627.223875,1.934625,5
970,SPACE,629.158500,0.413250,1
971,MARK,629.571750,0.388125,1
972,SPACE,629.959875,0.412500,1
973,MARK,630.372375,0.515938,1
974,SPACE,630.888312,0.827875,2
975,MARK,631.716188,0.774250,2
976,SPACE,632.490437,0.411562,1
977,MARK,632.902000,0.776000,2
978,SPACE,633.678000,0.413062,1
979,MARK,634.091063,0.516062,1
980,SPACE,634.607125,0.414437,1
981,MARK,635.021562,0.386813,1
982,SPACE,635.408375,0.928250,2
983,MARK,636.336625,1.293813,3
984,SPACE,637.630438,0.412000,1
985,MARK,638.042438,0.387375,1
986,SPACE,638.429813,0.414875,1
987,MARK,638.844687,0.515938,1
988,SPACE,639.360625,0.414187,1
989,MARK,639.774813,0.386687,1
990,SPACE,640.161500,1.342812,3
991,MARK,641.504312,1.934563,5
992,SPACE,643.438875,0.413312,1
993,MARK,643.852187,0.388937,1
994,SPACE,644.241125,0.411687,1
995,MARK,644.652812,0.387437,1
996,SPACE,645.040250,0.827250,2
997,MARK,645.867500,0.903375,2
998,SPACE,646.770875,0.411687,1
999,MARK,647.182562,0.776875,2
1000,SPACE,647.959437,0.412062,1
1001,MARK,648.371500,0.386938,1
1002,SPACE,648.758437,0.414563,1
1003,MARK,649.173000,0.515938,1
1004,SPACE,649.688937,0.930437,2
1005,MARK,650.619375,1.291438,3
1006,SPACE,651.910813,0.412062,1
1007,MARK,652.322875,0.388313,1
1008,SPACE,652.711188,0.413813,1
1009,MARK,653.125000,0.387062,1
1010,SPACE,653.512063,0.412938,1
1011,MARK,653.925000,0.517063,1
1012,SPACE,654.442063,1.342563,3
1013,MARK,655.784625,1.934687,5
1014,SPACE,657.719313,0.413312,1
1015,MARK,658.132625,0.388937,1
1016,SPACE,658.521563,0.411687,1
1017,MARK,658.933250,0.387937,1
1018,SPACE,659.321188,0.826625,2
1019,MARK,660.147812,0.903500,2
1020,SPACE,661.051312,0.413938,1
1021,MARK,661.465250,0.774500,2
1022,SPACE,662.239750,0.412187,1
1023,MARK,662.651937,0.387937,1
1024,SPACE,663.039875,0.413562,1
1025,MARK,663.453437,0.387062,1
1026,SPACE,663.840500,0.928937,2
1027,MARK,664.769437,1.421812,3
1028,SPACE,666.191250,0.412062,1
1029,MARK,666.603313,0.388313,1
1030,SPACE,666.991625,0.413813,1
1031,MARK,667.405438,0.388063,1
1032,SPACE,667.793500,0.411937,1
1033,MARK,668.205438,0.388313,1
1034,SPACE,668.593750,1.343313,3
1035,MARK,669.937062,2.062688,5
1036,SPACE,671.999750,0.415438,1
1037,MARK,672.415188,0.386813,1
1038,SPACE,672.802000,0.411687,1
1039,MARK,673.213687,0.387812,1
1040,SPACE,673.601500,0.826750,2
1041,MARK,674.428250,0.774625,2
1042,SPACE,675.202875,0.412438,1
1043,MARK,675.615312,0.904875,2
1044,SPACE,676.520188,0.412125,1
1045,MARK,676.932312,0.388000,1
1046,SPACE,677.320312,0.413625,1
1047,MARK,677.733938,0.387625,1
1048,SPACE,678.121562,0.928187,2
1049,MARK,679.049750,1.421938,3
1050,SPACE,680.471688,0.413438,1
1051,MARK,680.885125,0.386938,1
1052,SPACE,681.272063,0.413813,1
1053,MARK,681.685875,0.387937,1
1054,SPACE,682.073813,0.412062,1
1055,MARK,682.485875,0.388937,1
1056,SPACE,682.874813,1.342750,3
1057,MARK,684.217562,1.933750,5
1058,SPACE,686.151313,0.414062,1
1059,MARK,686.565375,0.517063,1
1060,SPACE,687.082437,0.412875,1
1061,MARK,687.495312,0.386625,1
1062,SPACE,687.881938,0.826812,2
1063,MARK,688.708750,0.775312,2
1064,SPACE,689.484063,0.411625,1
1065,MARK,689.895688,0.905000,2
1066,SPACE,690.800687,0.413312,1
1067,MARK,691.214000,0.386813,1
1068,SPACE,691.600813,0.413438,1
1069,MARK,692.014250,0.387750,1
1070,SPACE,692.402000,0.928187,2
1071,MARK,693.330187,1.292938,3
1072,SPACE,694.623125,0.412938,1
1073,MARK,695.036063,0.516437,1
1074,SPACE,695.552500,0.414875,1
1075,MARK,695.967375,0.386875,1
1076,SPACE,696.354250,0.412125,1
1077,MARK,696.766375,0.388750,1
1078,SPACE,697.155125,1.342875,3
1079,MARK,698.498000,1.934625,5
1080,SPACE,700.432625,0.413250,1
1081,MARK,700.845875,0.388125,1
1082,SPACE,701.234000,0.412500,1
1083,MARK,701.646500,0.515938,1
1084,SPACE,702.162438,0.827875,2
1085,MARK,702.990312,0.774250,2
1086,SPACE,703.764563,0.411562,1
1087,MARK,704.176125,0.775938,2
1088,SPACE,704.952063,0.413125,1
1089,MARK,705.365188,0.516062,1
1090,SPACE,705.881250,0.414437,1
1091,MARK,706.295688,0.386813,1
1092,SPACE,706.682500,0.928250,2
1093,MARK,707.610750,1.293813,3
1094,SPACE,708.904562,0.412000,1
1095,MARK,709.316562,0.387375,1
1096,SPACE,709.703938,0.414875,1
1097,MARK,710.118812,0.515875,1
1098,SPACE,710.634688,0.414250,1
1099,MARK,711.048937,0.386625,1
1100,SPACE,711.435562,1.342875,3
1101,MARK,712.778437,1.934563,5
1102,SPACE,714.713000,0.413312,1
1103,MARK,715.126313,0.388937,1
1104,SPACE,715.515250,0.411687,1
1105,MARK,715.926938,0.387375,1
1106,SPACE,716.314313,0.827313,2
1107,MARK,717.141625,0.903375,2
1108,SPACE,718.045000,0.411687,1
1109,MARK,718.456688,0.776875,2
1110,SPACE,719.233563,0.412062,1
1111,MARK,719.645625,0.386938,1
1112,SPACE,720.032563,0.414563,1
1113,MARK,720.447125,0.515938,1
1114,SPACE,720.963062,0.930437,2
1115,MARK,721.893500,1.291375,3
1116,SPACE,723.184875,0.412125,1
1117,MARK,723.597000,0.388250,1
1118,SPACE,723.985250,0.413875,1
1119,MARK,724.399125,0.387000,1
1120,SPACE,724.786125,0.413000,1
1121,MARK,725.199125,0.517063,1
1122,SPACE,725.716188,1.342563,3
1123,MARK,727.058750,1.934687,5
1124,SPACE,728.993438,0.413312,1
1125,MARK,729.406750,0.388937,1
1126,SPACE,729.795687,0.411687,1
1127,MARK,730.207375,0.387937,1
1128,SPACE,730.595312,0.826625,2
1129,MARK,731.421937,0.903500,2
1130,SPACE,732.325438,0.413938,1
1131,MARK,732.739375,0.774500,2
1132,SPACE,733.513875,0.412187,1
1133,MARK,733.926063,0.387937,1
1134,SPACE,734.314000,0.413562,1
1135,MARK,734.727563,0.387062,1
1136,SPACE,735.114625,0.928875,2
1137,MARK,736.043500,1.421875,3
1138,SPACE,737.465375,0.412062,1
1139,MARK,737.877438,0.388313,1
1140,SPACE,738.265750,0.413813,1
1141,MARK,738.679562,0.388063,1
1142,SPACE,739.067625,0.411937,1
1143,MARK,739.479563,0.388313,1
1144,SPACE,739.867875,1.343313,3
1145,MARK,741.211188,2.062688,5
1146,SPACE,743.273875,0.415438,1
1147,MARK,743.689313,0.386813,1
1148,SPACE,744.076125,0.411687,1
1149,MARK,744.487812,0.387812,1
1150,SPACE,744.875625,0.826750,2
1151,MARK,745.702375,0.774625,2
1152,SPACE,746.477000,0.412438,1
1153,MARK,746.889437,0.904875,2
1154,SPACE,747.794312,0.412062,1
1155,MARK,748.206375,0.388063,1
1156,SPACE,748.594438,0.413562,1
1157,MARK,749.008000,0.387688,1
1158,SPACE,749.395688,0.928187,2
1159,MARK,750.323875,1.421938,3
1160,SPACE,751.745813,0.413438,1
1161,MARK,752.159250,0.386938,1
1162,SPACE,752.546187,0.413813,1
1163,MARK,752.960000,0.387937,1
1164,SPACE,753.347937,0.412062,1
1165,MARK,753.760000,0.388937,1
1166,SPACE,754.148937,1.342687,3
1167,MARK,755.491625,1.933812,5
1168,SPACE,757.425438,0.414062,1
1169,MARK,757.839500,0.517063,1
1170,SPACE,758.356563,0.412875,1
1171,MARK,758.769437,0.386625,1
1172,SPACE,759.156062,0.826812,2
1173,MARK,759.982875,0.775312,2
1174,SPACE,760.758187,0.411562,1
1175,MARK,761.169750,0.905000,2
1176,SPACE,762.074750,0.413375,1
1177,MARK,762.488125,0.386750,1
1178,SPACE,762.874875,0.413500,1
1179,MARK,763.288375,0.387750,1
1180,SPACE,763.676125,0.928187,2
1181,MARK,764.604313,1.292938,3
1182,SPACE,765.897250,0.412938,1
1183,MARK,766.310187,0.516437,1
1184,SPACE,766.826625,0.414812,1
1185,MARK,767.241437,0.386938,1
1186,SPACE,767.628375,0.412062,1
1187,MARK,768.040437,0.388813,1
1188,SPACE,768.429250,1.342875,3
1189,MARK,769.772125,1.934625,5
1190,SPACE,771.706750,0.413187,1
1191,MARK,772.119937,0.388188,1
1192,SPACE,772.508125,0.412438,1
1193,MARK,772.920562,0.515938,1
1194,SPACE,773.436500,0.827937,2
1195,MARK,774.264437,0.774188,2
1196,SPACE,775.038625,0.411625,1
1197,MARK,775.450250,0.775938,2
1198,SPACE,776.226188,0.413125,1
1199,MARK,776.639312,0.516062,1
1200,SPACE,777.155375,0.414437,1
1201,MARK,777.569813,0.386813,1
1202,SPACE,777.956625,0.928250,2
1203,MARK,778.884875,1.293813,3
1204,SPACE,780.178688,0.411937,1
1205,MARK,780.590625,0.387437,1
1206,SPACE,780.978062,0.414812,1
1207,MARK,781.392875,0.515938,1
1208,SPACE,781.908812,0.414250,1
1209,MARK,782.323063,0.386625,1
1210,SPACE,782.709687,1.342875,3
1211,MARK,784.052563,1.934500,5
1212,SPACE,785.987063,0.413375,1
1213,MARK,786.400437,0.388875,1
1214,SPACE,786.789312,0.411750,1
1215,MARK,787.201063,0.387375,1
1216,SPACE,787.588437,0.827313,2
1217,MARK,788.415750,0.903375,2
1218,SPACE,789.319125,0.411687,1
1219,MARK,789.730812,0.776875,2
1220,SPACE,790.507687,0.412062,1
1221,MARK,790.919750,0.386875,1
1222,SPACE,791.306625,0.414625,1
1223,MARK,791.721250,0.515938,1
1224,SPACE,792.237188,0.930375,2
1225,MARK,793.167563,1.291438,3
1226,SPACE,794.459000,0.412125,1
1227,MARK,794.871125,0.388250,1
1228,SPACE,795.259375,0.413875,1
1229,MARK,795.673250,0.387000,1
1230,SPACE,796.060250,0.413000,1
1231,MARK,796.473250,0.517063,1
1232,SPACE,796.990312,1.342563,3
1233,MARK,798.332875,1.934687,5
1234,SPACE,800.267562,0.413312,1
1235,MARK,800.680875,0.388937,1
1236,SPACE,801.069813,0.411687,1
1237,MARK,801.481500,0.387937,1
1238,SPACE,801.869438,0.826625,2
1239,MARK,802.696063,0.903500,2
1240,SPACE,803.599562,0.413938,1
1241,MARK,804.013500,0.774500,2
1242,SPACE,804.788000,0.412187,1
1243,MARK,805.200187,0.387937,1
1244,SPACE,805.588125,0.413562,1
1245,MARK,806.001688,0.387062,1
1246,SPACE,806.388750,0.928875,2
1247,MARK,807.317625,1.421875,3
1248,SPACE,808.739500,0.412062,1
1249,MARK,809.151562,0.388250,1
1250,SPACE,809.539812,0.413875,1
1251,MARK,809.953688,0.388000,1
1252,SPACE,810.341688,0.412000,1
1253,MARK,810.753687,0.388250,1
1254,SPACE,811.141937,1.343375,3
1255,MARK,812.485312,2.062688,5
1256,SPACE,814.548000,0.415438,1
1257,MARK,814.963438,0.386813,1
1258,SPACE,815.350250,0.411687,1
1259,MARK,815.761938,0.387812,1
1260,SPACE,816.149750,0.826750,2
1261,MARK,816.976500,0.774625,2
1262,SPACE,817.751125,0.412438,1
1263,MARK,818.163563,0.904875,2
1264,SPACE,819.068438,0.412062,1
1265,MARK,819.480500,0.388063,1
1266,SPACE,819.868562,0.413562,1
1267,MARK,820.282125,0.387688,1
1268,SPACE,820.669813,0.928187,2
1269,MARK,821.598000,1.421938,3
1270,SPACE,823.019937,0.413438,1
1271,MARK,823.433375,0.386938,1
1272,SPACE,823.820312,0.413813,1
1273,MARK,824.234125,0.387937,1
1274,SPACE,824.622063,0.412062,1
1275,MARK,825.034125,0.388937,1
1276,SPACE,825.423063,1.342687,3
1277,MARK,826.765750,1.933812,5
1278,SPACE,828.699562,0.414062,1
1279,MARK,829.113625,0.517063,1
1280,SPACE,829.630688,0.412812,1
1281,MARK,830.043500,0.386687,1
1282,SPACE,830.430187,0.826750,2
1283,MARK,831.256937,0.775375,2
1284,SPACE,832.032312,0.411562,1
1285,MARK,832.443875,0.905000,2
1286,SPACE,833.348875,0.413375,1
1287,MARK,833.762250,0.386750,1
1288,SPACE,834.149000,0.413500,1
1289,MARK,834.562500,0.387750,1
1290,SPACE,834.950250,0.928187,2
1291,MARK,835.878438,1.292938,3
1292,SPACE,837.171375,0.412938,1
1293,MARK,837.584313,0.516437,1
1294,SPACE,838.100750,0.414812,1
1295,MARK,838.515562,0.386938,1
1296,SPACE,838.902500,0.412062,1
1297,MARK,839.314563,0.388813,1
1298,SPACE,839.703375,1.342875,3
1299,MARK,841.046250,1.934625,5
1300,SPACE,842.980875,0.413187,1
1301,MARK,843.394063,0.388188,1
1302,SPACE,843.782250,0.412438,1
1303,MARK,844.194687,0.515938,1
1304,SPACE,844.710625,0.827937,2
1305,MARK,845.538563,0.774188,2
1306,SPACE,846.312750,0.411625,1
1307,MARK,846.724375,0.775938,2
1308,SPACE,847.500313,0.413062,1
1309,MARK,847.913375,0.516062,1
1310,SPACE,848.429437,0.414500,1
1311,MARK,848.843937,0.386750,1
1312,SPACE,849.230687,0.928312,2
1313,MARK,850.159000,1.293813,3
1314,SPACE,851.452813,0.411937,1
1315,MARK,851.864750,0.387437,1
1316,SPACE,852.252187,0.414812,1
1317,MARK,852.667000,0.515938,1
1318,SPACE,853.182937,0.414187,1
1319,MARK,853.597125,0.386687,1
1320,SPACE,853.983812,1.342875,3
1321,MARK,855.326687,1.934500,5
1322,SPACE,857.261188,0.413375,1
1323,MARK,857.674562,0.388875,1
1324,SPACE,858.063438,0.411750,1
1325,MARK,858.475187,0.387375,1
1326,SPACE,858.862563,0.827313,2
1327,MARK,859.689875,0.903313,2
1328,SPACE,860.593187,0.411750,1
1329,MARK,861.004937,0.776813,2
1330,SPACE,861.781750,0.412125,1
1331,MARK,862.193875,0.386875,1
1332,SPACE,862.580750,0.414625,1
1333,MARK,862.995375,0.515938,1
1334,SPACE,863.511313,0.930375,2
1335,MARK,864.441687,1.291438,3
1336,SPACE,865.733125,0.412062,1
1337,MARK,866.145188,0.388313,1
1338,SPACE,866.533500,0.413813,1
1339,MARK,866.947313,0.387062,1
1340,SPACE,867.334375,0.412938,1
1341,MARK,867.747313,0.517063,1
1342,SPACE,868.264375,1.342625,3
1343,MARK,869.607000,1.934625,5
1344,SPACE,871.541625,0.413375,1
1345,MARK,871.955000,0.388875,1
1346,SPACE,872.343875,0.411750,1
1347,MARK,872.755625,0.387875,1
1348,SPACE,873.143500,0.826687,2
1349,MARK,873.970187,0.903500,2
1350,SPACE,874.873688,0.413938,1
1351,MARK,875.287625,0.774500,2
1352,SPACE,876.062125,0.412187,1
1353,MARK,876.474312,0.387937,1
1354,SPACE,876.862250,0.413562,1
1355,MARK,877.275813,0.387062,1
1356,SPACE,877.662875,0.928875,2
1357,MARK,878.591750,1.421812,3
1358,SPACE,880.013562,0.412125,1
1359,MARK,880.425688,0.388250,1
1360,SPACE,880.813938,0.413875,1
1361,MARK,881.227813,0.388000,1
1362,SPACE,881.615812,0.412000,1
1363,MARK,882.027812,0.388250,1
1364,SPACE,882.416063,1.343375,3
1365,MARK,883.759437,2.062688,5
1366,SPACE,885.822125,0.415438,1
1367,MARK,886.237562,0.386813,1
1368,SPACE,886.624375,0.411687,1
1369,MARK,887.036062,0.387812,1
1370,SPACE,887.423875,0.826750,2
1371,MARK,888.250625,0.774625,2
1372,SPACE,889.025250,0.412438,1
1373,MARK,889.437687,0.904875,2
1374,SPACE,890.342562,0.412062,1
1375,MARK,890.754625,0.388063,1
1376,SPACE,891.142688,0.413562,1
1377,MARK,891.556250,0.387688,1
1378,SPACE,891.943938,0.928125,2
1379,MARK,892.872062,1.422000,3
1380,SPACE,894.294062,0.413438,1
1381,MARK,894.707500,0.386938,1
1382,SPACE,895.094437,0.413813,1
1383,MARK,895.508250,0.387937,1
1384,SPACE,895.896187,0.412062,1
1385,MARK,896.308250,0.388937,1
1386,SPACE,896.697188,1.342687,3
1387,MARK,898.039875,1.933812,5
1388,SPACE,899.973687,0.414062,1
1389,MARK,900.387750,0.517063,1
1390,SPACE,900.904812,0.412812,1
1391,MARK,901.317625,0.386687,1
1392,SPACE,901.704313,0.826750,2
1393,MARK,902.531063,0.775375,2
1394,SPACE,903.306437,0.411562,1
1395,MARK,903.718000,0.905000,2
1396,SPACE,904.623000,0.413312,1
1397,MARK,905.036313,0.386813,1
1398,SPACE,905.423125,0.413438,1
1399,MARK,905.836563,0.387812,1
1400,SPACE,906.224375,0.928187,2
1401,MARK,907.152562,1.292875,3
1402,SPACE,908.445437,0.413000,1
1403,MARK,908.858437,0.516437,1
1404,SPACE,909.374875,0.414812,1
1405,MARK,909.789688,0.386938,1
1406,SPACE,910.176625,0.412062,1
1407,MARK,910.588687,0.388813,1
1408,SPACE,910.977500,1.342812,3
1409,MARK,912.320312,1.934687,5
1410,SPACE,914.255000,0.413187,1
1411,MARK,914.668188,0.388188,1
1412,SPACE,915.056375,0.412438,1
1413,MARK,915.468813,0.515938,1
1414,SPACE,915.984750,0.827875,2
1415,MARK,916.812625,0.774250,2
1416,SPACE,917.586875,0.411562,1
1417,MARK,917.998438,0.776000,2
1418,SPACE,918.774437,0.413062,1
1419,MARK,919.187500,0.516062,1
1420,SPACE,919.703562,0.414500,1
1421,MARK,920.118062,0.386750,1
1422,SPACE,920.504813,0.928312,2
1423,MARK,921.433125,1.293813,3
1424,SPACE,922.726937,0.411937,1
1425,MARK,923.138875,0.387437,1
1426,SPACE,923.526312,0.414812,1
1427,MARK,923.941125,0.515938,1
1428,SPACE,924.457063,0.414187,1
1429,MARK,924.871250,0.386687,1
1430,SPACE,925.257937,1.342875,3
1431,MARK,926.600813,1.934500,5
1432,SPACE,928.535313,0.413312,1
1433,MARK,928.948625,0.388937,1
1434,SPACE,929.337562,0.411687,1
1435,MARK,929.749250,0.387437,1
1436,SPACE,930.136687,0.827250,2
1437,MARK,930.963937,0.903375,2
1438,SPACE,931.867313,0.411750,1
1439,MARK,932.279063,0.776813,2
1440,SPACE,933.055875,0.412125,1
1441,MARK,933.468000,0.386875,1
1442,SPACE,933.854875,0.414625,1
1443,MARK,934.269500,0.515875,1
1444,SPACE,934.785375,0.930437,2
1445,MARK,935.715812,1.291438,3
1446,SPACE,937.007250,0.412062,1
1447,MARK,937.419313,0.388313,1
1448,SPACE,937.807625,0.413813,1
1449,MARK,938.221437,0.387062,1
1450,SPACE,938.608500,0.412938,1
1451,MARK,939.021438,0.517063,1
1452,SPACE,939.538500,1.342625,3
1453,MARK,940.881125,1.934625,5
1454,SPACE,942.815750,0.413375,1
1455,MARK,943.229125,0.388875,1
1456,SPACE,943.618000,0.411750,1
1457,MARK,944.029750,0.387875,1
1458,SPACE,944.417625,0.826687,2
1459,MARK,945.244312,0.903500,2
1460,SPACE,946.147812,0.413938,1
1461,MARK,946.561750,0.774438,2
1462,SPACE,947.336188,0.412250,1
1463,MARK,947.748438,0.387875,1
1464,SPACE,948.136312,0.413625,1
1465,MARK,948.549938,0.387000,1
1466,SPACE,948.936937,0.928937,2
1467,MARK,949.865875,1.421812,3
1468,SPACE,951.287688,0.412125,1
1469,MARK,951.699813,0.388250,1
1470,SPACE,952.088062,0.413875,1
1471,MARK,952.501938,0.388000,1
1472,SPACE,952.889937,0.411937,1
1473,MARK,953.301875,0.388313,1
1474,SPACE,953.690187,1.343375,3
1475,MARK,955.033563,2.062688,5
1476,SPACE,957.096250,0.415438,1
1477,MARK,957.511687,0.386750,1
1478,SPACE,957.898438,0.411750,1
1479,MARK,958.310187,0.387750,1
