index,type,start_ms,duration_ms,units
2847,MARK,1844.561937,0.776000,2
2848,SPACE,1845.337938,0.413062,1
2849,MARK,1845.751000,0.516062,1
2850,SPACE,1846.267062,0.414500,1
2851,MARK,1846.681562,0.386750,1
2852,SPACE,1847.068313,0.928312,2
2853,MARK,1847.996625,1.293813,3
2854,SPACE,1849.290438,0.411937,1
2855,MARK,1849.702375,0.387437,1
2856,SPACE,1850.089813,0.414812,1
2857,MARK,1850.504625,0.515938,1
2858,SPACE,1851.020563,0.414187,1
2859,MARK,1851.434750,0.386687,1
2860,SPACE,1851.821438,1.342875,3
2861,MARK,1853.164312,1.934500,5
2862,SPACE,1855.098813,0.413312,1
2863,MARK,1855.512125,0.388937,1
2864,SPACE,1855.901063,0.411687,1
2865,MARK,1856.312750,0.387437,1
2866,SPACE,1856.700188,0.827250,2
2867,MARK,1857.527437,0.903375,2
2868,SPACE,1858.430813,0.411750,1
2869,MARK,1858.842562,0.776813,2
2870,SPACE,1859.619375,0.412062,1
2871,MARK,1860.031438,0.386938,1
2872,SPACE,1860.418375,0.414563,1
2873,MARK,1860.832937,0.515938,1
2874,SPACE,1861.348875,0.930437,2
2875,MARK,1862.279312,1.291438,3
2876,SPACE,1863.570750,0.412062,1
2877,MARK,1863.982812,0.388313,1
2878,SPACE,1864.371125,0.413813,1
2879,MARK,1864.784938,0.387062,1
2880,SPACE,1865.172000,0.412938,1
2881,MARK,1865.584938,0.517063,1
2882,SPACE,1866.102000,1.342625,3
2883,MARK,1867.444625,1.934625,5
2884,SPACE,1869.379250,0.413375,1
2885,MARK,1869.792625,0.388875,1
2886,SPACE,1870.181500,0.411750,1
2887,MARK,1870.593250,0.387875,1
2888,SPACE,1870.981125,0.826687,2
2889,MARK,1871.807812,0.903438,2
2890,SPACE,1872.711250,0.414000,1
2891,MARK,1873.125250,0.774438,2
2892,SPACE,1873.899688,0.412250,1
2893,MARK,1874.311937,0.387875,1
2894,SPACE,1874.699813,0.413625,1
2895,MARK,1875.113438,0.387000,1
2896,SPACE,1875.500437,0.928937,2
2897,MARK,1876.429375,1.421812,3
2898,SPACE,1877.851187,0.412062,1
2899,MARK,1878.263250,0.388313,1
2900,SPACE,1878.651562,0.413813,1
2901,MARK,1879.065375,0.388063,1
2902,SPACE,1879.453438,0.411937,1
2903,MARK,1879.865375,0.388313,1
2904,SPACE,1880.253688,1.343375,3
2905,MARK,1881.597062,2.062625,5
2906,SPACE,1883.659688,0.415500,1
2907,MARK,1884.075187,0.386750,1
2908,SPACE,1884.461937,0.411750,1
2909,MARK,1884.873687,0.387750,1
2910,SPACE,1885.261438,0.826812,2
2911,MARK,1886.088250,0.774562,2
2912,SPACE,1886.862813,0.412500,1
2913,MARK,1887.275312,0.904875,2
2914,SPACE,1888.180187,0.412062,1
2915,MARK,1888.592250,0.388063,1
2916,SPACE,1888.980313,0.413562,1
2917,MARK,1889.393875,0.387688,1
2918,SPACE,1889.781563,0.928125,2
2919,MARK,1890.709687,1.421938,3
2920,SPACE,1892.131625,0.413500,1
2921,MARK,1892.545125,0.386875,1
2922,SPACE,1892.932000,0.413875,1
2923,MARK,1893.345875,0.387875,1
2924,SPACE,1893.733750,0.412125,1
2925,MARK,1894.145875,0.388875,1
2926,SPACE,1894.534750,1.342750,3
2927,MARK,1895.877500,1.933750,5
2928,SPACE,1897.811250,0.414125,1
2929,MARK,1898.225375,0.517063,1
2930,SPACE,1898.742437,0.412812,1
2931,MARK,1899.155250,0.386687,1
2932,SPACE,1899.541937,0.826750,2
2933,MARK,1900.368688,0.775375,2
2934,SPACE,1901.144063,0.411562,1
2935,MARK,1901.555625,0.905000,2
2936,SPACE,1902.460625,0.413312,1
2937,MARK,1902.873937,0.386813,1
2938,SPACE,1903.260750,0.413438,1
2939,MARK,1903.674188,0.387812,1
2940,SPACE,1904.062000,0.928125,2
2941,MARK,1904.990125,1.292938,3
2942,SPACE,1906.283062,0.413000,1
2943,MARK,1906.696062,0.516437,1
2944,SPACE,1907.212500,0.414812,1
2945,MARK,1907.627313,0.386938,1
2946,SPACE,1908.014250,0.412062,1
2947,MARK,1908.426312,0.388750,1
2948,SPACE,1908.815063,1.342875,3
2949,MARK,1910.157937,1.934687,5
2950,SPACE,1912.092625,0.413187,1
2951,MARK,1912.505813,0.388188,1
2952,SPACE,1912.894000,0.412438,1
2953,MARK,1913.306437,0.515938,1
2954,SPACE,1913.822375,0.827875,2
2955,MARK,1914.650250,0.774250,2
2956,SPACE,1915.424500,0.411562,1
2957,MARK,1915.836063,0.776000,2
2958,SPACE,1916.612063,0.413062,1
2959,MARK,1917.025125,0.516062,1
2960,SPACE,1917.541187,0.414437,1
2961,MARK,1917.955625,0.386813,1
2962,SPACE,1918.342437,0.928312,2
2963,MARK,1919.270750,1.293750,3
2964,SPACE,1920.564500,0.412000,1
2965,MARK,1920.976500,0.387375,1
2966,SPACE,1921.363875,0.414875,1
2967,MARK,1921.778750,0.515938,1
2968,SPACE,1922.294688,0.414187,1
2969,MARK,1922.708875,0.386687,1
2970,SPACE,1923.095562,1.342812,3
2971,MARK,1924.438375,1.934563,5
2972,SPACE,1926.372938,0.413312,1
2973,MARK,1926.786250,0.388937,1
2974,SPACE,1927.175187,0.411687,1
2975,MARK,1927.586875,0.387437,1
2976,SPACE,1927.974312,0.827250,2
2977,MARK,1928.801562,0.903375,2
2978,SPACE,1929.704937,0.411687,1
2979,MARK,1930.116625,0.776875,2
2980,SPACE,1930.893500,0.412062,1
2981,MARK,1931.305562,0.386938,1
2982,SPACE,1931.692500,0.414563,1
2983,MARK,1932.107062,0.515938,1
2984,SPACE,1932.623000,0.930437,2
2985,MARK,1933.553437,1.291438,3
2986,SPACE,1934.844875,0.412062,1
2987,MARK,1935.256938,0.388313,1
2988,SPACE,1935.645250,0.413813,1
2989,MARK,1936.059062,0.387062,1
2990,SPACE,1936.446125,0.412938,1
2991,MARK,1936.859062,0.517063,1
2992,SPACE,1937.376125,1.342625,3
2993,MARK,1938.718750,1.934625,5
2994,SPACE,1940.653375,0.413312,1
2995,MARK,1941.066687,0.388937,1
2996,SPACE,1941.455625,0.411687,1
2997,MARK,1941.867313,0.387937,1
2998,SPACE,1942.255250,0.826625,2
2999,MARK,1943.081875,0.903500,2
3000,SPACE,1943.985375,0.414000,1
3001,MARK,1944.399375,0.774438,2
3002,SPACE,1945.173812,0.412250,1
3003,MARK,1945.586063,0.387875,1
3004,SPACE,1945.973937,0.413562,1
3005,MARK,1946.387500,0.387062,1
3006,SPACE,1946.774563,0.928937,2
3007,MARK,1947.703500,1.421812,3
3008,SPACE,1949.125313,0.412062,1
3009,MARK,1949.537375,0.388313,1
3010,SPACE,1949.925687,0.413813,1
3011,MARK,1950.339500,0.388063,1
3012,SPACE,1950.727562,0.411937,1
3013,MARK,1951.139500,0.388313,1
3014,SPACE,1951.527812,1.343313,3
3015,MARK,1952.871125,2.062688,5
3016,SPACE,1954.933812,0.415500,1
3017,MARK,1955.349312,0.386750,1
3018,SPACE,1955.736062,0.411750,1
3019,MARK,1956.147813,0.387750,1
3020,SPACE,1956.535562,0.826812,2
3021,MARK,1957.362375,0.774562,2
3022,SPACE,1958.136937,0.412500,1
3023,MARK,1958.549438,0.904813,2
3024,SPACE,1959.454250,0.412125,1
3025,MARK,1959.866375,0.388000,1
3026,SPACE,1960.254375,0.413625,1
3027,MARK,1960.668000,0.387625,1
3028,SPACE,1961.055625,0.928187,2
3029,MARK,1961.983812,1.421938,3
3030,SPACE,1963.405750,0.413500,1
3031,MARK,1963.819250,0.386875,1
3032,SPACE,1964.206125,0.413813,1
3033,MARK,1964.619937,0.387937,1
3034,SPACE,1965.007875,0.412062,1
3035,MARK,1965.419938,0.388937,1
3036,SPACE,1965.808875,1.342750,3
3037,MARK,1967.151625,1.933750,5
3038,SPACE,1969.085375,0.414125,1
3039,MARK,1969.499500,0.517000,1
3040,SPACE,1970.016500,0.412875,1
3041,MARK,1970.429375,0.386625,1
3042,SPACE,1970.816000,0.826812,2
3043,MARK,1971.642812,0.775312,2
3044,SPACE,1972.418125,0.411625,1
3045,MARK,1972.829750,0.905000,2
3046,SPACE,1973.734750,0.413312,1
3047,MARK,1974.148063,0.386813,1
3048,SPACE,1974.534875,0.413438,1
3049,MARK,1974.948312,0.387812,1
3050,SPACE,1975.336125,0.928125,2
3051,MARK,1976.264250,1.292938,3
3052,SPACE,1977.557188,0.412938,1
3053,MARK,1977.970125,0.516437,1
3054,SPACE,1978.486562,0.414875,1
3055,MARK,1978.901437,0.386875,1
3056,SPACE,1979.288313,0.412125,1
3057,MARK,1979.700438,0.388750,1
3058,SPACE,1980.089187,1.342875,3
3059,MARK,1981.432063,1.934625,5
3060,SPACE,1983.366687,0.413250,1
3061,MARK,1983.779937,0.388125,1
3062,SPACE,1984.168062,0.412500,1
3063,MARK,1984.580562,0.515938,1
3064,SPACE,1985.096500,0.827875,2
3065,MARK,1985.924375,0.774250,2
3066,SPACE,1986.698625,0.411562,1
3067,MARK,1987.110187,0.776000,2
3068,SPACE,1987.886188,0.413062,1
3069,MARK,1988.299250,0.516062,1
3070,SPACE,1988.815313,0.414437,1
3071,MARK,1989.229750,0.386813,1
3072,SPACE,1989.616562,0.928250,2
3073,MARK,1990.544813,1.293813,3
3074,SPACE,1991.838625,0.412000,1
3075,MARK,1992.250625,0.387375,1
3076,SPACE,1992.638000,0.414875,1
3077,MARK,1993.052875,0.515938,1
3078,SPACE,1993.568812,0.414187,1
3079,MARK,1993.983000,0.386687,1
3080,SPACE,1994.369688,1.342812,3
3081,MARK,1995.712500,1.934563,5
3082,SPACE,1997.647062,0.413312,1
3083,MARK,1998.060375,0.388937,1
3084,SPACE,1998.449312,0.411687,1
3085,MARK,1998.861000,0.387437,1
3086,SPACE,1999.248437,0.827250,2
3087,MARK,2000.075687,0.903375,2
3088,SPACE,2000.979062,0.411687,1
3089,MARK,2001.390750,0.776875,2
3090,SPACE,2002.167625,0.412062,1
3091,MARK,2002.579687,0.386938,1
3092,SPACE,2002.966625,0.414563,1
3093,MARK,2003.381188,0.515938,1
3094,SPACE,2003.897125,0.930437,2
3095,MARK,2004.827563,1.291438,3
3096,SPACE,2006.119000,0.412062,1
3097,MARK,2006.531063,0.388313,1
3098,SPACE,2006.919375,0.413813,1
3099,MARK,2007.333187,0.387000,1
3100,SPACE,2007.720187,0.413000,1
3101,MARK,2008.133187,0.517063,1
3102,SPACE,2008.650250,1.342563,3
3103,MARK,2009.992813,1.934687,5
3104,SPACE,2011.927500,0.413312,1
3105,MARK,2012.340813,0.388937,1
3106,SPACE,2012.729750,0.411687,1
3107,MARK,2013.141437,0.387937,1
3108,SPACE,2013.529375,0.826625,2
3109,MARK,2014.356000,0.903500,2
3110,SPACE,2015.259500,0.413938,1
3111,MARK,2015.673437,0.774500,2
3112,SPACE,2016.447938,0.412187,1
3113,MARK,2016.860125,0.387937,1
3114,SPACE,2017.248063,0.413562,1
3115,MARK,2017.661625,0.387062,1
3116,SPACE,2018.048687,0.928937,2
3117,MARK,2018.977625,1.421812,3
3118,SPACE,2020.399437,0.412062,1
3119,MARK,2020.811500,0.388313,1
3120,SPACE,2021.199813,0.413813,1
3121,MARK,2021.613625,0.388063,1
3122,SPACE,2022.001687,0.411937,1
3123,MARK,2022.413625,0.388313,1
3124,SPACE,2022.801938,1.343313,3
3125,MARK,2024.145250,2.062688,5
3126,SPACE,2026.207938,0.415438,1
3127,MARK,2026.623375,0.386813,1
3128,SPACE,2027.010188,0.411687,1
3129,MARK,2027.421875,0.387812,1
3130,SPACE,2027.809688,0.826750,2
3131,MARK,2028.636437,0.774625,2
3132,SPACE,2029.411062,0.412438,1
3133,MARK,2029.823500,0.904875,2
3134,SPACE,2030.728375,0.412125,1
3135,MARK,2031.140500,0.388000,1
3136,SPACE,2031.528500,0.413625,1
3137,MARK,2031.942125,0.387625,1
3138,SPACE,2032.329750,0.928187,2
3139,MARK,2033.257938,1.421938,3
3140,SPACE,2034.679875,0.413438,1
3141,MARK,2035.093312,0.386938,1
3142,SPACE,2035.480250,0.413813,1
3143,MARK,2035.894063,0.387937,1
3144,SPACE,2036.282000,0.412062,1
3145,MARK,2036.694062,0.388937,1
3146,SPACE,2037.083000,1.342750,3
3147,MARK,2038.425750,1.933750,5
3148,SPACE,2040.359500,0.414062,1
3149,MARK,2040.773563,0.517063,1
3150,SPACE,2041.290625,0.412875,1
3151,MARK,2041.703500,0.386625,1
3152,SPACE,2042.090125,0.826812,2
3153,MARK,2042.916937,0.775312,2
3154,SPACE,2043.692250,0.411625,1
3155,MARK,2044.103875,0.904938,2
3156,SPACE,2045.008812,0.413375,1
3157,MARK,2045.422187,0.386750,1
3158,SPACE,2045.808937,0.413500,1
3159,MARK,2046.222438,0.387750,1
3160,SPACE,2046.610187,0.928187,2
3161,MARK,2047.538375,1.292938,3
3162,SPACE,2048.831312,0.412938,1
3163,MARK,2049.244250,0.516437,1
3164,SPACE,2049.760688,0.414875,1
3165,MARK,2050.175563,0.386875,1
3166,SPACE,2050.562438,0.412125,1
3167,MARK,2050.974563,0.388750,1
3168,SPACE,2051.363313,1.342875,3
3169,MARK,2052.706187,1.934625,5
3170,SPACE,2054.640813,0.413250,1
3171,MARK,2055.054062,0.388125,1
3172,SPACE,2055.442188,0.412500,1
3173,MARK,2055.854688,0.515938,1
3174,SPACE,2056.370625,0.827875,2
3175,MARK,2057.198500,0.774188,2
3176,SPACE,2057.972688,0.411625,1
3177,MARK,2058.384312,0.775938,2
3178,SPACE,2059.160250,0.413125,1
3179,MARK,2059.573375,0.516062,1
3180,SPACE,2060.089437,0.414437,1
3181,MARK,2060.503875,0.386813,1
3182,SPACE,2060.890688,0.928250,2
3183,MARK,2061.818938,1.293813,3
3184,SPACE,2063.112750,0.411937,1
3185,MARK,2063.524688,0.387437,1
3186,SPACE,2063.912125,0.414812,1
3187,MARK,2064.326937,0.515938,1
3188,SPACE,2064.842875,0.414250,1
3189,MARK,2065.257125,0.386625,1
3190,SPACE,2065.643750,1.342875,3
3191,MARK,2066.986625,1.934500,5
3192,SPACE,2068.921125,0.413375,1
3193,MARK,2069.334500,0.388875,1
3194,SPACE,2069.723375,0.411750,1
3195,MARK,2070.135125,0.387375,1
3196,SPACE,2070.522500,0.827313,2
3197,MARK,2071.349812,0.903375,2
3198,SPACE,2072.253187,0.411687,1
3199,MARK,2072.664875,0.776875,2
3200,SPACE,2073.441750,0.412062,1
3201,MARK,2073.853813,0.386938,1
3202,SPACE,2074.240750,0.414563,1
3203,MARK,2074.655313,0.515938,1
3204,SPACE,2075.171250,0.930437,2
3205,MARK,2076.101688,1.291375,3
3206,SPACE,2077.393063,0.412125,1
3207,MARK,2077.805188,0.388250,1
3208,SPACE,2078.193438,0.413875,1
3209,MARK,2078.607312,0.387000,1
3210,SPACE,2078.994312,0.413000,1
3211,MARK,2079.407312,0.517063,1
3212,SPACE,2079.924375,1.342563,3
3213,MARK,2081.266938,1.934687,5
3214,SPACE,2083.201625,0.413312,1
3215,MARK,2083.614937,0.388937,1
3216,SPACE,2084.003875,0.411687,1
3217,MARK,2084.415562,0.387937,1
3218,SPACE,2084.803500,0.826625,2
3219,MARK,2085.630125,0.903500,2
3220,SPACE,2086.533625,0.413938,1
3221,MARK,2086.947563,0.774500,2
3222,SPACE,2087.722062,0.412187,1
3223,MARK,2088.134250,0.387937,1
3224,SPACE,2088.522188,0.413562,1
3225,MARK,2088.935750,0.387062,1
3226,SPACE,2089.322813,0.928875,2
3227,MARK,2090.251688,1.421875,3
3228,SPACE,2091.673563,0.412062,1
3229,MARK,2092.085625,0.388313,1
3230,SPACE,2092.473937,0.413813,1
3231,MARK,2092.887750,0.388063,1
3232,SPACE,2093.275813,0.411937,1
3233,MARK,2093.687750,0.388313,1
3234,SPACE,2094.076063,1.343313,3
3235,MARK,2095.419375,2.062688,5
3236,SPACE,2097.482063,0.415438,1
3237,MARK,2097.897500,0.386813,1
3238,SPACE,2098.284312,0.411687,1
3239,MARK,2098.696000,0.387812,1
3240,SPACE,2099.083813,0.826750,2
3241,MARK,2099.910562,0.774625,2
3242,SPACE,2100.685187,0.412438,1
3243,MARK,2101.097625,0.904875,2
3244,SPACE,2102.002500,0.412062,1
3245,MARK,2102.414563,0.388063,1
3246,SPACE,2102.802625,0.413562,1
3247,MARK,2103.216188,0.387688,1
3248,SPACE,2103.603875,0.928187,2
3249,MARK,2104.532062,1.421938,3
3250,SPACE,2105.954000,0.413438,1
3251,MARK,2106.367438,0.386938,1
3252,SPACE,2106.754375,0.413813,1
3253,MARK,2107.168187,0.387937,1
3254,SPACE,2107.556125,0.412062,1
3255,MARK,2107.968188,0.388937,1
3256,SPACE,2108.357125,1.342687,3
3257,MARK,2109.699813,1.933812,5
3258,SPACE,2111.633625,0.414062,1
3259,MARK,2112.047687,0.517063,1
3260,SPACE,2112.564750,0.412812,1
3261,MARK,2112.977562,0.386687,1
3262,SPACE,2113.364250,0.826750,2
3263,MARK,2114.191000,0.775375,2
3264,SPACE,2114.966375,0.411562,1
3265,MARK,2115.377937,0.905000,2
3266,SPACE,2116.282937,0.413375,1
3267,MARK,2116.696312,0.386750,1
3268,SPACE,2117.083062,0.413500,1
3269,MARK,2117.496562,0.387750,1
3270,SPACE,2117.884313,0.928187,2
3271,MARK,2118.812500,1.292938,3
3272,SPACE,2120.105437,0.412938,1
3273,MARK,2120.518375,0.516437,1
3274,SPACE,2121.034813,0.414812,1
3275,MARK,2121.449625,0.386938,1
3276,SPACE,2121.836563,0.412062,1
3277,MARK,2122.248625,0.388813,1
3278,SPACE,2122.637438,1.342875,3
3279,MARK,2123.980312,1.934625,5
3280,SPACE,2125.914938,0.413187,1
3281,MARK,2126.328125,0.388188,1
3282,SPACE,2126.716313,0.412438,1
3283,MARK,2127.128750,0.515938,1
3284,SPACE,2127.644688,0.827937,2
3285,MARK,2128.472625,0.774188,2
3286,SPACE,2129.246813,0.411625,1
3287,MARK,2129.658437,0.775938,2
3288,SPACE,2130.434375,0.413125,1
3289,MARK,2130.847500,0.516062,1
3290,SPACE,2131.363562,0.414437,1
3291,MARK,2131.778000,0.386813,1
3292,SPACE,2132.164813,0.928250,2
3293,MARK,2133.093063,1.293813,3
3294,SPACE,2134.386875,0.411937,1
3295,MARK,2134.798813,0.387437,1
3296,SPACE,2135.186250,0.414812,1
3297,MARK,2135.601063,0.515938,1
3298,SPACE,2136.117000,0.414250,1
3299,MARK,2136.531250,0.386625,1
3300,SPACE,2136.917875,1.342875,3
3301,MARK,2138.260750,1.934500,5
3302,SPACE,2140.195250,0.413375,1
3303,MARK,2140.608625,0.388875,1
3304,SPACE,2140.997500,0.411750,1
3305,MARK,2141.409250,0.387375,1
3306,SPACE,2141.796625,0.827313,2
3307,MARK,2142.623938,0.903375,2
3308,SPACE,2143.527312,0.411687,1
3309,MARK,2143.939000,0.776813,2
3310,SPACE,2144.715813,0.412125,1
3311,MARK,2145.127937,0.386875,1
3312,SPACE,2145.514813,0.414625,1
3313,MARK,2145.929437,0.515938,1
3314,SPACE,2146.445375,0.930375,2
3315,MARK,2147.375750,1.291438,3
3316,SPACE,2148.667188,0.412125,1
3317,MARK,2149.079313,0.388250,1
3318,SPACE,2149.467562,0.413875,1
3319,MARK,2149.881437,0.387000,1
3320,SPACE,2150.268437,0.413000,1
3321,MARK,2150.681437,0.323750,1
